Date,Location,Temp_C
1863-03-01,Newark,-0.98
1863-04-01,Newark,7.637
1863-05-01,Newark,15.293
1863-06-01,Newark,17.979
1863-07-01,Newark,22.359
1863-08-01,Newark,22.709
1863-09-01,Newark,14.851
1863-10-01,Newark,9.646999999999998
1863-11-01,Newark,5.277
1863-12-01,Newark,-2.112
1864-01-01,Newark,-3.107
1864-02-01,Newark,-1.3210000000000002
1864-03-01,Newark,1.577
1864-04-01,Newark,7.024000000000001
1864-05-01,Newark,15.902
1864-06-01,Newark,19.319000000000003
1864-07-01,Newark,22.217
1864-08-01,Newark,22.297
1864-09-01,Newark,15.285999999999998
1864-10-01,Newark,9.216
1864-11-01,Newark,4.361000000000001
1864-12-01,Newark,-1.2990000000000002
1865-01-01,Newark,-6.48
1865-02-01,Newark,-3.153
1865-03-01,Newark,4.881
1865-04-01,Newark,9.6
1865-05-01,Newark,14.532
1865-06-01,Newark,21.632
1865-07-01,Newark,21.536
1865-08-01,Newark,20.448
1865-09-01,Newark,19.154
1865-10-01,Newark,9.368
1865-11-01,Newark,4.562
1865-12-01,Newark,-0.42
1866-01-01,Newark,-4.809
1866-02-01,Newark,-2.487
1866-03-01,Newark,0.77
1866-04-01,Newark,9.617
1866-05-01,Newark,12.982
1866-06-01,Newark,19.502
1866-07-01,Newark,23.508000000000003
1866-08-01,Newark,18.373
1866-09-01,Newark,16.953999999999994
1866-10-01,Newark,10.608999999999998
1866-11-01,Newark,5.031000000000001
1866-12-01,Newark,-2.647
1867-01-01,Newark,-6.979
1867-02-01,Newark,0.556
1867-03-01,Newark,0.1469999999999998
1867-04-01,Newark,8.4
1867-05-01,Newark,12.157
1867-06-01,Newark,19.543
1867-07-01,Newark,21.073
1867-08-01,Newark,20.925
1867-09-01,Newark,16.451999999999998
1867-10-01,Newark,10.6
1867-11-01,Newark,4.535
1867-12-01,Newark,-4.386
1868-01-01,Newark,-5.6160000000000005
1868-02-01,Newark,-7.239
1868-03-01,Newark,1.506
1868-04-01,Newark,5.7700000000000005
1868-05-01,Newark,12.304
1868-06-01,Newark,18.83
1868-07-01,Newark,24.221
1868-08-01,Newark,21.58
1868-09-01,Newark,16.232
1868-10-01,Newark,8.366999999999999
1868-11-01,Newark,3.62
1868-12-01,Newark,-4.188
1869-01-01,Newark,-1.385
1869-02-01,Newark,-0.867
1869-03-01,Newark,-0.2669999999999999
1869-04-01,Newark,8.383000000000001
1869-05-01,Newark,13.209
1869-06-01,Newark,19.151
1869-07-01,Newark,21.261
1869-08-01,Newark,20.58
1869-09-01,Newark,17.185
1869-10-01,Newark,7.812999999999999
1869-11-01,Newark,2.0340000000000003
1869-12-01,Newark,-0.903
1870-01-01,Newark,0.685
1870-02-01,Newark,-2.639
1870-03-01,Newark,-0.29
1870-04-01,Newark,8.939
1870-05-01,Newark,14.852
1870-06-01,Newark,21.508000000000003
1870-07-01,Newark,23.282
1870-08-01,Newark,22.115
1870-09-01,Newark,17.538999999999998
1870-10-01,Newark,11.363
1870-11-01,Newark,4.627
1870-12-01,Newark,-1.5579999999999998
1871-01-01,Newark,-4.312
1871-02-01,Newark,-2.8840000000000003
1871-03-01,Newark,5.127000000000001
1871-04-01,Newark,9.73
1871-05-01,Newark,14.717
1871-06-01,Newark,19.375
1871-07-01,Newark,20.934
1871-08-01,Newark,21.704
1871-09-01,Newark,14.095
1871-10-01,Newark,11.145
1871-11-01,Newark,1.706
1871-12-01,Newark,-4.081
1872-01-01,Newark,-4.27
1872-02-01,Newark,-3.67
1872-03-01,Newark,-2.656
1872-04-01,Newark,8.34
1872-05-01,Newark,15.432
1872-06-01,Newark,20.337
1872-07-01,Newark,23.505
1872-08-01,Newark,22.549
1872-09-01,Newark,17.198999999999998
1872-10-01,Newark,9.652
1872-11-01,Newark,2.492
1872-12-01,Newark,-5.648
1873-01-01,Newark,-5.29
1873-02-01,Newark,-4.057
1873-03-01,Newark,0.1669999999999998
1873-04-01,Newark,6.877000000000002
1873-05-01,Newark,13.757
1873-06-01,Newark,19.933
1873-07-01,Newark,22.633000000000003
1873-08-01,Newark,20.525
1873-09-01,Newark,16.43
1873-10-01,Newark,10.133
1873-11-01,Newark,0.3280000000000003
1873-12-01,Newark,-0.1589999999999999
1874-01-01,Newark,-0.8999999999999999
1874-02-01,Newark,-2.6340000000000003
1874-03-01,Newark,1.713
1874-04-01,Newark,3.95
1874-05-01,Newark,14.024
1874-06-01,Newark,20.39
1874-07-01,Newark,22.0
1874-08-01,Newark,19.79
1874-09-01,Newark,17.889999999999993
1874-10-01,Newark,10.28
1874-11-01,Newark,3.607
1874-12-01,Newark,-1.426
1875-01-01,Newark,-6.7970000000000015
1875-02-01,Newark,-6.74
1875-03-01,Newark,-0.879
1875-04-01,Newark,5.2280000000000015
1875-05-01,Newark,14.32
1875-06-01,Newark,19.525
1875-07-01,Newark,21.869
1875-08-01,Newark,20.948
1875-09-01,Newark,15.729
1875-10-01,Newark,9.411
1875-11-01,Newark,1.5990000000000002
1875-12-01,Newark,-1.345
1876-01-01,Newark,0.0470000000000001
1876-02-01,Newark,-1.405
1876-03-01,Newark,0.8119999999999998
1876-04-01,Newark,7.355
1876-05-01,Newark,14.39
1876-06-01,Newark,21.679
1876-07-01,Newark,24.349
1876-08-01,Newark,22.385
1876-09-01,Newark,15.769999999999998
1876-10-01,Newark,8.055
1876-11-01,Newark,5.11
1876-12-01,Newark,-6.311
1877-01-01,Newark,-5.207999999999999
1877-02-01,Newark,0.2490000000000001
1877-03-01,Newark,1.5630000000000002
1877-04-01,Newark,8.440000000000001
1877-05-01,Newark,14.511
1877-06-01,Newark,20.431
1877-07-01,Newark,22.857
1877-08-01,Newark,22.604
1877-09-01,Newark,17.752999999999997
1877-10-01,Newark,11.652
1877-11-01,Newark,5.462000000000001
1877-12-01,Newark,1.528
1878-01-01,Newark,-2.657
1878-02-01,Newark,-0.903
1878-03-01,Newark,5.555
1878-04-01,Newark,11.43
1878-05-01,Newark,14.368
1878-06-01,Newark,18.366
1878-07-01,Newark,23.71
1878-08-01,Newark,21.614
1878-09-01,Newark,18.101
1878-10-01,Newark,12.183
1878-11-01,Newark,4.553
1878-12-01,Newark,-1.742
1879-01-01,Newark,-5.456
1879-02-01,Newark,-4.322
1879-03-01,Newark,2.122
1879-04-01,Newark,6.992999999999999
1879-05-01,Newark,15.736
1879-06-01,Newark,19.953
1879-07-01,Newark,22.548
1879-08-01,Newark,20.866
1879-09-01,Newark,15.833999999999998
1879-10-01,Newark,13.725
1879-11-01,Newark,4.0
1879-12-01,Newark,0.467
1880-01-01,Newark,1.3379999999999996
1880-02-01,Newark,0.1589999999999998
1880-03-01,Newark,1.6740000000000002
1880-04-01,Newark,8.866
1880-05-01,Newark,18.205
1880-06-01,Newark,21.172
1880-07-01,Newark,22.743
1880-08-01,Newark,20.989
1880-09-01,Newark,17.488
1880-10-01,Newark,9.829
1880-11-01,Newark,2.082
1880-12-01,Newark,-4.687
1881-01-01,Newark,-6.525
1881-02-01,Newark,-3.655
1881-03-01,Newark,1.702
1881-04-01,Newark,6.747000000000001
1881-05-01,Newark,16.118000000000002
1881-06-01,Newark,17.559
1881-07-01,Newark,22.059
1881-08-01,Newark,21.738000000000003
1881-09-01,Newark,21.002
1881-10-01,Newark,12.7
1881-11-01,Newark,5.502000000000001
1881-12-01,Newark,2.3000000000000003
1882-01-01,Newark,-3.54
1882-02-01,Newark,-0.345
1882-03-01,Newark,3.083
1882-04-01,Newark,7.009
1882-05-01,Newark,11.739
1882-06-01,Newark,19.691
1882-07-01,Newark,22.183000000000003
1882-08-01,Newark,20.892
1882-09-01,Newark,17.738999999999994
1882-10-01,Newark,12.380999999999998
1882-11-01,Newark,2.63
1882-12-01,Newark,-2.769
1883-01-01,Newark,-5.568
1883-02-01,Newark,-2.206
1883-03-01,Newark,-0.8690000000000002
1883-04-01,Newark,7.159000000000002
1883-05-01,Newark,14.315
1883-06-01,Newark,20.842
1883-07-01,Newark,21.98
1883-08-01,Newark,19.576
1883-09-01,Newark,15.270999999999995
1883-10-01,Newark,9.457
1883-11-01,Newark,4.865
1883-12-01,Newark,-1.758
1884-01-01,Newark,-5.763
1884-02-01,Newark,-0.214
1884-03-01,Newark,1.537
1884-04-01,Newark,7.5790000000000015
1884-05-01,Newark,14.48
1884-06-01,Newark,19.986
1884-07-01,Newark,20.577
1884-08-01,Newark,20.962
1884-09-01,Newark,18.941
1884-10-01,Newark,11.268
1884-11-01,Newark,4.008
1884-12-01,Newark,-1.058
1885-01-01,Newark,-3.833
1885-02-01,Newark,-7.361000000000001
1885-03-01,Newark,-2.88
1885-04-01,Newark,7.87
1885-05-01,Newark,13.452
1885-06-01,Newark,19.317
1885-07-01,Newark,22.917
1885-08-01,Newark,20.314
1885-09-01,Newark,15.945999999999998
1885-10-01,Newark,10.185
1885-11-01,Newark,4.981
1885-12-01,Newark,-0.458
1886-01-01,Newark,-5.007
1886-02-01,Newark,-3.688
1886-03-01,Newark,1.6869999999999998
1886-04-01,Newark,9.828
1886-05-01,Newark,14.282
1886-06-01,Newark,18.231
1886-07-01,Newark,21.623
1886-08-01,Newark,20.253
1886-09-01,Newark,17.558
1886-10-01,Newark,11.127
1886-11-01,Newark,4.79
1886-12-01,Newark,-3.898
1887-01-01,Newark,-4.5680000000000005
1887-02-01,Newark,-1.554
1887-03-01,Newark,-0.6280000000000001
1887-04-01,Newark,7.0390000000000015
1887-05-01,Newark,16.948
1887-06-01,Newark,19.626
1887-07-01,Newark,24.494
1887-08-01,Newark,20.242
1887-09-01,Newark,15.075
1887-10-01,Newark,9.800999999999998
1887-11-01,Newark,3.886
1887-12-01,Newark,-1.128
1888-01-01,Newark,-6.698
1888-02-01,Newark,-3.2110000000000003
1888-03-01,Newark,-1.471
1888-04-01,Newark,7.218999999999999
1888-05-01,Newark,13.896
1888-06-01,Newark,20.496
1888-07-01,Newark,20.565
1888-08-01,Newark,21.049
1888-09-01,Newark,15.707
1888-10-01,Newark,7.5699999999999985
1888-11-01,Newark,5.329
1888-12-01,Newark,-0.774
1889-01-01,Newark,-0.1059999999999998
1889-02-01,Newark,-4.769
1889-03-01,Newark,3.175
1889-04-01,Newark,9.16
1889-05-01,Newark,15.909
1889-06-01,Newark,19.831
1889-07-01,Newark,21.693
1889-08-01,Newark,20.049
1889-09-01,Newark,16.776
1889-10-01,Newark,8.419999999999998
1889-11-01,Newark,5.5760000000000005
1889-12-01,Newark,2.5610000000000004
1890-01-01,Newark,1.69
1890-02-01,Newark,1.851
1890-03-01,Newark,0.7290000000000001
1890-04-01,Newark,8.266
1890-05-01,Newark,14.642
1890-06-01,Newark,20.175
1890-07-01,Newark,21.094
1890-08-01,Newark,20.351
1890-09-01,Newark,16.563
1890-10-01,Newark,9.829999999999998
1890-11-01,Newark,4.045
1890-12-01,Newark,-3.833
1891-01-01,Newark,-1.767
1891-02-01,Newark,0.3689999999999998
1891-03-01,Newark,1.043
1891-04-01,Newark,9.531
1891-05-01,Newark,14.018
1891-06-01,Newark,19.833
1891-07-01,Newark,20.071
1891-08-01,Newark,21.252
1891-09-01,Newark,18.955
1891-10-01,Newark,9.917
1891-11-01,Newark,3.747
1891-12-01,Newark,2.999
1892-01-01,Newark,-3.632
1892-02-01,Newark,-1.189
1892-03-01,Newark,-0.3189999999999999
1892-04-01,Newark,8.099
1892-05-01,Newark,14.234000000000002
1892-06-01,Newark,21.58
1892-07-01,Newark,22.373
1892-08-01,Newark,21.694000000000003
1892-09-01,Newark,16.354
1892-10-01,Newark,10.015
1892-11-01,Newark,3.463
1892-12-01,Newark,-2.9
1893-01-01,Newark,-7.7029999999999985
1893-02-01,Newark,-3.5860000000000003
1893-03-01,Newark,0.6000000000000001
1893-04-01,Newark,7.586
1893-05-01,Newark,14.262
1893-06-01,Newark,20.279
1893-07-01,Newark,21.89
1893-08-01,Newark,21.495
1893-09-01,Newark,15.302999999999995
1893-10-01,Newark,11.351
1893-11-01,Newark,3.676
1893-12-01,Newark,-1.002
1894-01-01,Newark,-1.153
1894-02-01,Newark,-3.853
1894-03-01,Newark,4.85
1894-04-01,Newark,8.264000000000001
1894-05-01,Newark,15.23
1894-06-01,Newark,20.655
1894-07-01,Newark,23.328000000000003
1894-08-01,Newark,20.488000000000003
1894-09-01,Newark,18.684
1894-10-01,Newark,11.148
1894-11-01,Newark,2.494
1894-12-01,Newark,-0.7070000000000001
1895-01-01,Newark,-4.477
1895-02-01,Newark,-6.385
1895-03-01,Newark,0.6819999999999999
1895-04-01,Newark,8.174
1895-05-01,Newark,15.47
1895-06-01,Newark,21.468000000000004
1895-07-01,Newark,20.517
1895-08-01,Newark,21.864
1895-09-01,Newark,19.157
1895-10-01,Newark,7.8809999999999985
1895-11-01,Newark,5.692
1895-12-01,Newark,0.5910000000000001
1896-01-01,Newark,-4.416
1896-02-01,Newark,-2.15
1896-03-01,Newark,-0.9220000000000002
1896-04-01,Newark,10.307
1896-05-01,Newark,17.45
1896-06-01,Newark,19.009
1896-07-01,Newark,22.74
1896-08-01,Newark,21.743
1896-09-01,Newark,16.866
1896-10-01,Newark,9.082
1896-11-01,Newark,6.893
1896-12-01,Newark,-2.454
1897-01-01,Newark,-3.377
1897-02-01,Newark,-1.642
1897-03-01,Newark,2.897
1897-04-01,Newark,9.128
1897-05-01,Newark,14.885
1897-06-01,Newark,17.94
1897-07-01,Newark,22.668000000000003
1897-08-01,Newark,20.339
1897-09-01,Newark,17.048
1897-10-01,Newark,11.418
1897-11-01,Newark,4.6850000000000005
1897-12-01,Newark,-0.409
1898-01-01,Newark,-1.905
1898-02-01,Newark,-1.371
1898-03-01,Newark,6.085
1898-04-01,Newark,7.278
1898-05-01,Newark,14.055
1898-06-01,Newark,20.583
1898-07-01,Newark,23.2
1898-08-01,Newark,22.29
1898-09-01,Newark,18.823
1898-10-01,Newark,11.655
1898-11-01,Newark,3.948
1898-12-01,Newark,-1.789
1899-01-01,Newark,-3.674
1899-02-01,Newark,-4.893000000000002
1899-03-01,Newark,1.47
1899-04-01,Newark,8.718
1899-05-01,Newark,15.322
1899-06-01,Newark,21.169
1899-07-01,Newark,22.123
1899-08-01,Newark,21.242
1899-09-01,Newark,16.348
1899-10-01,Newark,11.843
1899-11-01,Newark,4.52
1899-12-01,Newark,-0.109
1900-01-01,Newark,-2.214
1900-02-01,Newark,-2.4770000000000003
1900-03-01,Newark,-0.0700000000000002
1900-04-01,Newark,9.069
1900-05-01,Newark,14.919
1900-06-01,Newark,20.527
1900-07-01,Newark,23.409
1900-08-01,Newark,23.384
1900-09-01,Newark,19.556
1900-10-01,Newark,13.779000000000002
1900-11-01,Newark,6.318
1900-12-01,Newark,-1.4240000000000002
1901-01-01,Newark,-2.607
1901-02-01,Newark,-5.641
1901-03-01,Newark,2.071
1901-04-01,Newark,8.276
1901-05-01,Newark,14.068
1901-06-01,Newark,20.635
1901-07-01,Newark,24.42
1901-08-01,Newark,22.001
1901-09-01,Newark,17.84
1901-10-01,Newark,10.636
1901-11-01,Newark,1.67
1901-12-01,Newark,-1.901
1902-01-01,Newark,-4.177
1902-02-01,Newark,-3.993
1902-03-01,Newark,5.239
1902-04-01,Newark,8.937999999999999
1902-05-01,Newark,14.591
1902-06-01,Newark,18.569000000000003
1902-07-01,Newark,21.605
1902-08-01,Newark,19.98
1902-09-01,Newark,16.651
1902-10-01,Newark,11.261
1902-11-01,Newark,7.567
1902-12-01,Newark,-3.074
1903-01-01,Newark,-3.261
1903-02-01,Newark,-1.226
1903-03-01,Newark,7.505
1903-04-01,Newark,9.015
1903-05-01,Newark,16.141000000000002
1903-06-01,Newark,16.727999999999998
1903-07-01,Newark,21.719
1903-08-01,Newark,18.566
1903-09-01,Newark,16.951999999999998
1903-10-01,Newark,11.368
1903-11-01,Newark,2.624
1903-12-01,Newark,-4.275
1904-01-01,Newark,-7.506
1904-02-01,Newark,-6.122000000000001
1904-03-01,Newark,0.997
1904-04-01,Newark,6.769
1904-05-01,Newark,16.42
1904-06-01,Newark,19.499
1904-07-01,Newark,21.38000000000001
1904-08-01,Newark,20.113
1904-09-01,Newark,16.584999999999994
1904-10-01,Newark,9.015
1904-11-01,Newark,2.491
1904-12-01,Newark,-5.215
1905-01-01,Newark,-5.011
1905-02-01,Newark,-6.806
1905-03-01,Newark,2.427
1905-04-01,Newark,8.683
1905-05-01,Newark,15.311
1905-06-01,Newark,19.343
1905-07-01,Newark,22.877
1905-08-01,Newark,20.336
1905-09-01,Newark,17.118
1905-10-01,Newark,11.041
1905-11-01,Newark,3.604
1905-12-01,Newark,0.2820000000000001
1906-01-01,Newark,0.3810000000000002
1906-02-01,Newark,-2.873
1906-03-01,Newark,-0.7130000000000001
1906-04-01,Newark,9.197
1906-05-01,Newark,15.203
1906-06-01,Newark,20.498
1906-07-01,Newark,22.101
1906-08-01,Newark,22.594
1906-09-01,Newark,18.993
1906-10-01,Newark,10.941
1906-11-01,Newark,4.493
1906-12-01,Newark,-2.053
1907-01-01,Newark,-2.736
1907-02-01,Newark,-7.053999999999999
1907-03-01,Newark,3.359
1907-04-01,Newark,5.912000000000001
1907-05-01,Newark,11.828
1907-06-01,Newark,17.479
1907-07-01,Newark,22.126
1907-08-01,Newark,20.225
1907-09-01,Newark,17.941
1907-10-01,Newark,8.366
1907-11-01,Newark,4.289
1907-12-01,Newark,0.162
1908-01-01,Newark,-2.37
1908-02-01,Newark,-4.464
1908-03-01,Newark,3.384
1908-04-01,Newark,8.894
1908-05-01,Newark,15.525
1908-06-01,Newark,20.235
1908-07-01,Newark,23.476
1908-08-01,Newark,20.499
1908-09-01,Newark,17.869
1908-10-01,Newark,12.114
1908-11-01,Newark,4.333
1908-12-01,Newark,-1.087
1909-01-01,Newark,-1.883
1909-02-01,Newark,1.023
1909-03-01,Newark,1.791
1909-04-01,Newark,8.427
1909-05-01,Newark,14.515
1909-06-01,Newark,20.131
1909-07-01,Newark,21.007
1909-08-01,Newark,20.072
1909-09-01,Newark,16.639
1909-10-01,Newark,9.011
1909-11-01,Newark,6.416
1909-12-01,Newark,-3.029
1910-01-01,Newark,-3.25
1910-02-01,Newark,-3.132
1910-03-01,Newark,5.609
1910-04-01,Newark,10.898
1910-05-01,Newark,14.538
1910-06-01,Newark,18.466
1910-07-01,Newark,23.063
1910-08-01,Newark,20.184
1910-09-01,Newark,18.084
1910-10-01,Newark,12.27
1910-11-01,Newark,2.935
1910-12-01,Newark,-5.034
1911-01-01,Newark,-1.34
1911-02-01,Newark,-2.718
1911-03-01,Newark,1.356
1911-04-01,Newark,7.295
1911-05-01,Newark,17.598
1911-06-01,Newark,19.391
1911-07-01,Newark,23.482
1911-08-01,Newark,21.303
1911-09-01,Newark,17.520999999999994
1911-10-01,Newark,10.339
1911-11-01,Newark,3.201
1911-12-01,Newark,1.4900000000000002
1912-01-01,Newark,-7.67
1912-02-01,Newark,-4.206
1912-03-01,Newark,1.006
1912-04-01,Newark,8.802999999999999
1912-05-01,Newark,15.826
1912-06-01,Newark,18.857
1912-07-01,Newark,22.483
1912-08-01,Newark,19.769
1912-09-01,Newark,17.287999999999997
1912-10-01,Newark,12.184
1912-11-01,Newark,5.777
1912-12-01,Newark,0.7580000000000001
1913-01-01,Newark,2.011
1913-02-01,Newark,-3.157
1913-03-01,Newark,5.606999999999998
1913-04-01,Newark,9.991
1913-05-01,Newark,14.470999999999998
1913-06-01,Newark,19.85
1913-07-01,Newark,22.471
1913-08-01,Newark,21.185
1913-09-01,Newark,16.506999999999998
1913-10-01,Newark,12.961
1913-11-01,Newark,6.175
1913-12-01,Newark,1.1
1914-01-01,Newark,-2.846
1914-02-01,Newark,-6.206
1914-03-01,Newark,0.5640000000000001
1914-04-01,Newark,7.525
1914-05-01,Newark,16.211000000000002
1914-06-01,Newark,19.075
1914-07-01,Newark,21.145
1914-08-01,Newark,21.668000000000003
1914-09-01,Newark,16.641
1914-10-01,Newark,12.847
1914-11-01,Newark,4.256
1914-12-01,Newark,-2.603
1915-01-01,Newark,-1.372
1915-02-01,Newark,0.2349999999999999
1915-03-01,Newark,0.8849999999999998
1915-04-01,Newark,11.45
1915-05-01,Newark,13.124
1915-06-01,Newark,18.682
1915-07-01,Newark,21.609
1915-08-01,Newark,20.103
1915-09-01,Newark,19.081
1915-10-01,Newark,11.619000000000002
1915-11-01,Newark,4.9910000000000005
1915-12-01,Newark,-2.156
1916-01-01,Newark,-0.4300000000000001
1916-02-01,Newark,-4.44
1916-03-01,Newark,-1.91
1916-04-01,Newark,7.86
1916-05-01,Newark,15.089
1916-06-01,Newark,17.155
1916-07-01,Newark,22.861
1916-08-01,Newark,21.945
1916-09-01,Newark,17.233999999999998
1916-10-01,Newark,11.133
1916-11-01,Newark,4.38
1916-12-01,Newark,-1.7
1917-01-01,Newark,-2.5540000000000003
1917-02-01,Newark,-4.173
1917-03-01,Newark,1.98
1917-04-01,Newark,8.044
1917-05-01,Newark,10.848
1917-06-01,Newark,19.536
1917-07-01,Newark,22.505
1917-08-01,Newark,22.38
1917-09-01,Newark,15.224999999999998
1917-10-01,Newark,8.875
1917-11-01,Newark,2.844
1917-12-01,Newark,-6.579
1918-01-01,Newark,-8.596
1918-02-01,Newark,-3.822
1918-03-01,Newark,4.086
1918-04-01,Newark,8.775
1918-05-01,Newark,17.544
1918-06-01,Newark,18.173
1918-07-01,Newark,21.589
1918-08-01,Newark,22.602
1918-09-01,Newark,15.275
1918-10-01,Newark,12.262
1918-11-01,Newark,5.247000000000001
1918-12-01,Newark,0.958
1919-01-01,Newark,-0.7549999999999999
1919-02-01,Newark,-0.556
1919-03-01,Newark,4.797
1919-04-01,Newark,8.327
1919-05-01,Newark,15.071000000000002
1919-06-01,Newark,20.588
1919-07-01,Newark,22.202
1919-08-01,Newark,19.674
1919-09-01,Newark,17.423
1919-10-01,Newark,13.03
1919-11-01,Newark,4.666
1919-12-01,Newark,-3.902
1920-01-01,Newark,-7.051
1920-02-01,Newark,-4.0790000000000015
1920-03-01,Newark,2.495
1920-04-01,Newark,7.336
1920-05-01,Newark,13.47
1920-06-01,Newark,19.026
1920-07-01,Newark,20.997
1920-08-01,Newark,21.548
1920-09-01,Newark,18.139
1920-10-01,Newark,13.742
1920-11-01,Newark,4.247
1920-12-01,Newark,0.4520000000000001
1921-01-01,Newark,-1.422
1921-02-01,Newark,-0.9360000000000002
1921-03-01,Newark,7.751
1921-04-01,Newark,12.415
1921-05-01,Newark,15.046
1921-06-01,Newark,20.407
1921-07-01,Newark,23.957
1921-08-01,Newark,19.764
1921-09-01,Newark,19.814
1921-10-01,Newark,10.807
1921-11-01,Newark,4.9910000000000005
1921-12-01,Newark,-1.633
1922-01-01,Newark,-4.633
1922-02-01,Newark,-0.861
1922-03-01,Newark,3.739
1922-04-01,Newark,9.192
1922-05-01,Newark,16.266000000000002
1922-06-01,Newark,20.671
1922-07-01,Newark,21.88
1922-08-01,Newark,20.634
1922-09-01,Newark,18.103
1922-10-01,Newark,12.073
1922-11-01,Newark,5.212999999999999
1922-12-01,Newark,-1.837
1923-01-01,Newark,-3.729
1923-02-01,Newark,-5.401
1923-03-01,Newark,1.233
1923-04-01,Newark,8.841000000000003
1923-05-01,Newark,14.028
1923-06-01,Newark,21.221
1923-07-01,Newark,21.243
1923-08-01,Newark,20.306
1923-09-01,Newark,18.215
1923-10-01,Newark,10.572
1923-11-01,Newark,4.626
1923-12-01,Newark,3.002
1924-01-01,Newark,-1.887
1924-02-01,Newark,-3.935
1924-03-01,Newark,2.208
1924-04-01,Newark,7.552
1924-05-01,Newark,12.432
1924-06-01,Newark,18.298
1924-07-01,Newark,21.399
1924-08-01,Newark,21.107
1924-09-01,Newark,15.361
1924-10-01,Newark,10.956
1924-11-01,Newark,4.422
1924-12-01,Newark,-1.682
1925-01-01,Newark,-5.131
1925-02-01,Newark,0.903
1925-03-01,Newark,4.811
1925-04-01,Newark,9.563
1925-05-01,Newark,13.236
1925-06-01,Newark,22.045
1925-07-01,Newark,21.223000000000003
1925-08-01,Newark,20.746
1925-09-01,Newark,18.259
1925-10-01,Newark,7.6469999999999985
1925-11-01,Newark,4.0310000000000015
1925-12-01,Newark,-0.6679999999999999
1926-01-01,Newark,-2.63
1926-02-01,Newark,-3.409
1926-03-01,Newark,0.1059999999999998
1926-04-01,Newark,6.487
1926-05-01,Newark,14.104
1926-06-01,Newark,17.142
1926-07-01,Newark,22.073
1926-08-01,Newark,21.52
1926-09-01,Newark,16.686
1926-10-01,Newark,9.896
1926-11-01,Newark,4.548
1926-12-01,Newark,-4.021
1927-01-01,Newark,-3.511
1927-02-01,Newark,0.3489999999999997
1927-03-01,Newark,4.3180000000000005
1927-04-01,Newark,7.467
1927-05-01,Newark,13.348
1927-06-01,Newark,17.581
1927-07-01,Newark,21.659
1927-08-01,Newark,18.509
1927-09-01,Newark,17.384999999999998
1927-10-01,Newark,12.409
1927-11-01,Newark,7.007000000000001
1927-12-01,Newark,-0.1799999999999999
1928-01-01,Newark,-1.456
1928-02-01,Newark,-1.839
1928-03-01,Newark,1.995
1928-04-01,Newark,7.317
1928-05-01,Newark,13.698
1928-06-01,Newark,18.203
1928-07-01,Newark,22.829
1928-08-01,Newark,22.596
1928-09-01,Newark,15.839
1928-10-01,Newark,11.899
1928-11-01,Newark,5.787999999999999
1928-12-01,Newark,1.015
1929-01-01,Newark,-2.641
1929-02-01,Newark,-2.111
1929-03-01,Newark,5.597
1929-04-01,Newark,9.32
1929-05-01,Newark,14.667
1929-06-01,Newark,20.106
1929-07-01,Newark,22.1
1929-08-01,Newark,20.149
1929-09-01,Newark,18.498
1929-10-01,Newark,9.812
1929-11-01,Newark,5.228
1929-12-01,Newark,-1.139
1930-01-01,Newark,-2.358
1930-02-01,Newark,0.1080000000000001
1930-03-01,Newark,3.0010000000000003
1930-04-01,Newark,7.602
1930-05-01,Newark,15.909
1930-06-01,Newark,21.094
1930-07-01,Newark,22.524
1930-08-01,Newark,20.966
1930-09-01,Newark,19.382
1930-10-01,Newark,10.174
1930-11-01,Newark,5.322
1930-12-01,Newark,-1.058
1931-01-01,Newark,-2.447
1931-02-01,Newark,-1.1909999999999998
1931-03-01,Newark,2.893
1931-04-01,Newark,8.907
1931-05-01,Newark,15.101
1931-06-01,Newark,19.984
1931-07-01,Newark,23.715
1931-08-01,Newark,21.866
1931-09-01,Newark,19.935
1931-10-01,Newark,12.931
1931-11-01,Newark,8.555
1931-12-01,Newark,2.06
1932-01-01,Newark,3.61
1932-02-01,Newark,0.1619999999999999
1932-03-01,Newark,1.132
1932-04-01,Newark,7.66
1932-05-01,Newark,15.261
1932-06-01,Newark,19.545
1932-07-01,Newark,22.038
1932-08-01,Newark,22.045
1932-09-01,Newark,17.901999999999994
1932-10-01,Newark,11.908
1932-11-01,Newark,3.701
1932-12-01,Newark,0.273
1933-01-01,Newark,1.709
1933-02-01,Newark,-1.027
1933-03-01,Newark,1.909
1933-04-01,Newark,9.094
1933-05-01,Newark,16.317999999999998
1933-06-01,Newark,20.86
1933-07-01,Newark,22.375
1933-08-01,Newark,21.433000000000003
1933-09-01,Newark,18.464
1933-10-01,Newark,10.392
1933-11-01,Newark,2.799
1933-12-01,Newark,-2.217
1934-01-01,Newark,-1.209
1934-02-01,Newark,-9.147
1934-03-01,Newark,1.188
1934-04-01,Newark,8.571
1934-05-01,Newark,16.102999999999998
1934-06-01,Newark,21.473000000000003
1934-07-01,Newark,23.387
1934-08-01,Newark,19.797
1934-09-01,Newark,18.472
1934-10-01,Newark,9.84
1934-11-01,Newark,6.797999999999999
1934-12-01,Newark,-1.486
1935-01-01,Newark,-4.282
1935-02-01,Newark,-2.784
1935-03-01,Newark,4.351
1935-04-01,Newark,8.047
1935-05-01,Newark,13.224
1935-06-01,Newark,19.518
1935-07-01,Newark,23.554
1935-08-01,Newark,21.463
